ID_INSTITUTO,NOMBRE,DIRECCION,CODPOSTAL,ID_PAQUETE
89,Federico García Lorca,"C/ Goya, 2",4140,2
90,Gabriela Mistral,"C/ Octavio Augusto, 11",4700,3
91,Al-Bujaira,"Avda. Guillermo Reyna, 37",4600,1
92,Pedro Mena,"C/ Academia, 2",4770,2
93,Ángel Frigola,"C/ Rosaleda,19",4745,3
94,Valle de Andarax,"C/ Olivares, s/n",4450,1
95,Encarnación Asensio Granados,"C/ Hermanos Machado, s/n",4610,2
96,Arco Iris,"C/ Celindo, 68",4720,3
97,San Vicente,"Brr. San Vicente, 32",4130,1
98,Adela Díaz,"C/ Padre Méndez, s/n",4006,2
99,Ciudad de Almería,"C/ Padre Méndez, 40",4006,3
100,Al-Bayyana,"C/ Vilanova i la Geltrú, 7",4740,1
101,Albaida,"Ctra. de Níjar, s/n. Bda. Los Molinos",4009,2
102,Mar Mediterráneo,"C/ Parcela 4-Sector 4º, junto a Palacios de Congresos",4720,3
103,Nueva Almería,"C/ Camino de Jaul, esquina Fernando Fernán Gómez",4007,1
104,Laimún,"Paseo de las Mimosas, 54",4700,2
105,Saint Sylvain D'Anjou,"Avda. Pintor Ginés Parra, s/n",4738,3
106,Los Cuatro Caños,"C/ Miguel de Cervantes Saavedra, s/n",4620,1
107,Virgilio Valdivia,"C/ Gran Canaria, s/n",4720,2
108,Ginés Morata,"C/ Sahara, 137",4009,3
109,Luz del Mar,"Avda. de la Luz, s/n",4700,1
110,Almerimar,"C/ La Sal, esquina c/ Mascarón",4711,2
111,La Molina,"C/ Camino del Puerto, 19.",4740,3
112,Juan Sebastián Elcano,"C/ Juan Sebastián Elcano, s/n",4117,1
113,José Saramago,"C/ Gran Vía Marqués de Casablanca, 103",4738,2
114,Gabriel Cara,"C/ Cerro Muriano, 1",4740,3
115,Valdeserra,"Avda. Alhambra, 2. Ctra. de Vera a Garrucha",4621,1
116,Posidonia,"Avda. Polonia, s/n.",4740,2
117,Retamar,"Paseo del Toyo, s/n",4131,3
118,Campomar,"C/ Juan de Austria, 44",4720,1
119,del I.E.S. Carmen de Burgos,"C/ Río Duero, Nº1",4230,2
120,del I.E.S. Turaniana,C/ Dinamarca S/N,4740,3
121,,"C/ Pintor Velázquez, s/n",4240,1
122,del I.E.S. Las Marinas,"C/ Cerro Muriano, Nº1",4740,2
123,Profesor Tierno Galván,"C/ Alondra, s/n. Bda. San Francisco",4694,3
124,Ciavieja,"C/ Octavio Augusto, 22",4700,1
125,Blas Infante,"C/ Jairán, 1",4720,2
126,Blas Infante,"Cmo. de los Metaleros, s/n",4738,3
127,Federico García Lorca,"Avda. Federico García Lorca, 110",4738,1
128,Abdera,"Cañ. de los Gallos, s/n",4770,2
129,Ex Mari Orta,"Avda. Vista Alegre, s/n",4630,3
130,Rafael Alberti,"C/ Marina, s/n",4007,1
131,10 de abril,"C/ Epifanio Lupión, s/n",4745,2
132,Saladares,"Ctra. de Alicún, Km. 10,03. (Aptdo. de correos 357, C.P. 04080)",4740,3
133,Turaniana,"Avda. de los Estudiantes, 86",4740,1
134,Juan Goytisolo,"C/ Joan Manuel Serrat, s/n",4140,2
135,Sol de Portocarrero,"Ctra. de Níjar, Km 7",4120,3
136,Campos de Níjar,"C/ Camino del Calvo, 43",4110,1
137,La Puebla,"Plaza Platón, 5",4738,2
138,Bahía de Almería,"C/ Luis Vives, s/n",4006,3
139,Aguadulce,"C/ Alhambra, 11",4720,1
140,Fuente Nueva,"Avda. Príncipes de España, 115",4700,2
141,Mar Serena,"C/ Emilio Zurano, 22",4640,3
142,La Mojonera,"Cmo. Cuesta Blanca, s/n",4745,1
143,Altaduna,"Ctra. de Alicún Km. 8 ( Apartado de correos 356, C.P. 04080)",4740,2
144,Manuel de Góngora,"Avda. Acacias, 9",4200,3
145,Azcona,"C/ Policia José Rueda Alcaraz, 1",4006,1
146,Maestro Padilla,"Avda. del Mediterráneo, 53",4007,2
147,Pablo Ruiz Picasso,"C/ Loma de la Mezquita, 170",4700,3
148,José Marín,"C/ Dolores R. Sopeña, 1",4820,1
149,El Alquián,"Ctra. de Níjar, s/n",4130,2
150,Mar Azul,"Ctra. de Guardias Viejas, s/n",4712,3
151,Aurantia,Ctra. Nacional 340,4410,1
152,Carmen de Burgos,"C/ Maestra Doña Paquita, 2",4230,2
153,Emilio Manzano,"Ctra. Laujar Orgiva, km.1",4470,3
154,Entresierras,"Cmo. Verde, s/n",4870,1
155,Villa de Vícar,"Avda. Pintor Cristóbal González Soto, 2",4738,2
156,Torreserena,"Avda. 11 de marzo, s/n",4240,3
157,Algazul,"C/ Santa Isabel, 29",4740,1
158,Carlos III,"Ctra. de los Motores, s/n. Bda. La Gloria",4720,2
159,Santa María del Águila,"C/ Lisboa, s/n",4710,3
160,Juan Armario,"Avda. San Antonio, s/n",11180,1
161,Escuelas Profesionales de la Sagrada Familia,"C/ Sánchez Aguayo, 2",11180,2
162,"Jesús, María y José","C/ Ángel de Viera, 1",11180,3
163,Alfonso XI,"Paseo Adaja, s/n. Bda. Piñera y Guadalmina",11206,1
164,General Castaños,"Avda. Virgen de Europa, 2",11201,2
165,Sancti Petri,"C/ Mistral, s/n",11130,3
166,Virgen del Mar,"C/ Manuel de Falla, s/n",11204,1
167,Maestro Isidoro Visuara,"C/ San José, 6 y San Francisco, 14",11203,2
168,La Inmaculada,C/ Misioneras Concepcionistas s/n,11205,3
169,Bahía de Algeciras,"Avda. Holanda, s/n",11205,1
170,Huerta de la Cruz,"C/ San Vicente de Paúl, 7",11203,2
171,María Auxiliadora,"Avda. María Auxiliadora, 19",11203,3
172,Carlos Cano,"Avda. Carlos Cano, s/n",11370,1
173,San José Virgen de la Palma,"C/ San Nicolás, 4",11207,2
174,Los Pinos,"C/ Tamarindo, s/n.",11205,3
175,Kursaal,"Avda. Virgen de Europa, 4",11201,1
176,Ventura Morón,"Plaza Joaquín Ibáñez, 3",11203,2
177,Ntra. Sra. de Europa,"C/ Maestro Luis Cano Toba, s/n. Los Pastores",11206,3
178,Nuestra Señora de los Milagros,"Avda. de la Diputación, 93",11205,1
179,Alminares,"Avda. de la Constitución, s/n",11630,2
180,Juan XXIII,"C/ Tierno Galván, 10",11160,3
181,Maestra Áurea López,"C/ Antonio Pedrosa, 34",11160,1
182,Trafalgar,"C/ Madrid, 4",11160,2
